,date,state,fips,cases,deaths
8460,2020-08-03,New Jersey,34,184489,15846
4610,2020-05-25,New Jersey,34,155092,11144
2905,2020-04-24,New Jersey,34,102196,5617
6645,2020-07-01,New Jersey,34,173782,15078
7415,2020-07-15,New Jersey,34,178252,15634
4555,2020-05-24,New Jersey,34,154154,11133
5820,2020-06-16,New Jersey,34,167426,12727
439,2020-03-09,New Jersey,34,11,0
4885,2020-05-30,New Jersey,34,159608,11634
3950,2020-05-13,New Jersey,34,141560,9702
1860,2020-04-05,New Jersey,34,37505,917
934,2020-03-19,New Jersey,34,735,9
3180,2020-04-29,New Jersey,34,116264,6770
720,2020-03-15,New Jersey,34,98,2
1585,2020-03-31,New Jersey,34,18696,267
7360,2020-07-14,New Jersey,34,177862,15582
7085,2020-07-09,New Jersey,34,176217,15448
3455,2020-05-04,New Jersey,34,128269,7910
6040,2020-06-20,New Jersey,34,168834,12857
519,2020-03-11,New Jersey,34,23,1
1805,2020-04-04,New Jersey,34,34124,847
4720,2020-05-27,New Jersey,34,156628,11339
7140,2020-07-10,New Jersey,34,176575,15479
1695,2020-04-02,New Jersey,34,25590,539
2135,2020-04-10,New Jersey,34,54588,1932
3785,2020-05-10,New Jersey,34,138532,9255
6095,2020-06-21,New Jersey,34,169142,12870
3125,2020-04-28,New Jersey,34,113856,6442
4665,2020-05-26,New Jersey,34,155764,11191
3840,2020-05-11,New Jersey,34,139945,9310
3070,2020-04-27,New Jersey,34,111188,6044
2190,2020-04-11,New Jersey,34,58151,2183
7250,2020-07-12,New Jersey,34,177245,15525
1258,2020-03-25,New Jersey,34,4402,62
5985,2020-06-19,New Jersey,34,168496,12835
6535,2020-06-29,New Jersey,34,173126,14992
8405,2020-08-02,New Jersey,34,184225,15836
6590,2020-06-30,New Jersey,34,173521,15035
880,2020-03-18,New Jersey,34,427,5
7195,2020-07-11,New Jersey,34,176906,15525
4775,2020-05-28,New Jersey,34,157815,11401
477,2020-03-10,New Jersey,34,15,1
4940,2020-05-31,New Jersey,34,160445,11698
4830,2020-05-29,New Jersey,34,158844,11531
6975,2020-07-07,New Jersey,34,175734,15281
3730,2020-05-09,New Jersey,34,137085,9116
826,2020-03-17,New Jersey,34,268,3
4005,2020-05-14,New Jersey,34,142704,9946
566,2020-03-12,New Jersey,34,29,1
8350,2020-08-01,New Jersey,34,183904,15830
2850,2020-04-23,New Jersey,34,99989,5368
403,2020-03-08,New Jersey,34,6,0
5765,2020-06-15,New Jersey,34,167103,12676
4500,2020-05-23,New Jersey,34,153104,11081
6480,2020-06-28,New Jersey,34,173036,14975
2300,2020-04-13,New Jersey,34,64584,2443
4995,2020-06-01,New Jersey,34,160918,11721
7470,2020-07-16,New Jersey,34,178475,15665
2355,2020-04-14,New Jersey,34,68824,2805
1204,2020-03-24,New Jersey,34,3675,44
4336,2020-05-20,New Mexico,35,6338,283
4501,2020-05-23,New Mexico,35,6795,308
8516,2020-08-04,New Mexico,35,21340,658
1367,2020-03-27,New Mexico,35,191,1
1205,2020-03-24,New Mexico,35,100,0
2631,2020-04-19,New Mexico,35,1845,55
1259,2020-03-25,New Mexico,35,113,1
8296,2020-07-31,New Mexico,35,20600,642
5986,2020-06-19,New Mexico,35,10260,464
6536,2020-06-29,New Mexico,35,11982,493
6316,2020-06-25,New Mexico,35,11192,485
8351,2020-08-01,New Mexico,35,20796,651
3896,2020-05-12,New Mexico,35,5212,219
7856,2020-07-23,New Mexico,35,18163,596
2686,2020-04-20,New Mexico,35,1971,58
1751,2020-04-03,New Mexico,35,495,10
8076,2020-07-27,New Mexico,35,19502,619
881,2020-03-18,New Mexico,35,28,0
5931,2020-06-18,New Mexico,35,10153,456
5656,2020-06-13,New Mexico,35,9621,431
7801,2020-07-22,New Mexico,35,17828,591
6371,2020-06-26,New Mexico,35,11408,489
5436,2020-06-09,New Mexico,35,9105,404
6866,2020-07-05,New Mexico,35,13256,513
6976,2020-07-07,New Mexico,35,13727,519
6756,2020-07-03,New Mexico,35,12776,511
4226,2020-05-18,New Mexico,35,6096,270
4061,2020-05-15,New Mexico,35,5662,253
7251,2020-07-12,New Mexico,35,15028,545
2521,2020-04-17,New Mexico,35,1711,51
5216,2020-06-05,New Mexico,35,8672,387
2796,2020-04-22,New Mexico,35,2210,71
4006,2020-05-14,New Mexico,35,5503,242
4941,2020-05-31,New Mexico,35,7689,356
617,2020-03-13,New Mexico,35,10,0
1421,2020-03-28,New Mexico,35,210,2
2576,2020-04-18,New Mexico,35,1798,53
3236,2020-04-30,New Mexico,35,3411,123
7141,2020-07-10,New Mexico,35,14549,539
1696,2020-04-02,New Mexico,35,403,7
6096,2020-06-21,New Mexico,35,10565,469
1971,2020-04-07,New Mexico,35,794,13
5711,2020-06-14,New Mexico,35,9723,435
1097,2020-03-22,New Mexico,35,65,0
3126,2020-04-28,New Mexico,35,2975,110
7966,2020-07-25,New Mexico,35,18788,607
4666,2020-05-26,New Mexico,35,7130,325
5271,2020-06-06,New Mexico,35,8800,392
2356,2020-04-14,New Mexico,35,1407,36
3621,2020-05-07,New Mexico,35,4492,172
3786,2020-05-10,New Mexico,35,4863,200
6206,2020-06-23,New Mexico,35,10838,476
2136,2020-04-10,New Mexico,35,1090,19
6811,2020-07-04,New Mexico,35,13063,513
774,2020-03-16,New Mexico,35,21,0
520,2020-03-11,New Mexico,35,4,0
3731,2020-05-09,New Mexico,35,4778,191
5326,2020-06-07,New Mexico,35,8940,396
3291,2020-05-01,New Mexico,35,3513,131
3841,2020-05-11,New Mexico,35,5069,208
2191,2020-04-11,New Mexico,35,1174,20
3071,2020-04-27,New Mexico,35,2825,104
5381,2020-06-08,New Mexico,35,9062,400
6481,2020-06-28,New Mexico,35,11809,492
4391,2020-05-21,New Mexico,35,6472,294
7196,2020-07-11,New Mexico,35,14773,543
989,2020-03-20,New Mexico,35,43,0
4776,2020-05-28,New Mexico,35,7364,335
6591,2020-06-30,New Mexico,35,12147,497
4996,2020-06-01,New Mexico,35,7800,362
4721,2020-05-27,New Mexico,35,7252,329
1641,2020-04-01,New Mexico,35,363,6
6041,2020-06-20,New Mexico,35,10430,466
2851,2020-04-23,New Mexico,35,2379,78
1806,2020-04-04,New Mexico,35,544,11
3456,2020-05-04,New Mexico,35,4030,156
7086,2020-07-09,New Mexico,35,14251,533
8021,2020-07-26,New Mexico,35,19053,614
4281,2020-05-19,New Mexico,35,6192,276
7911,2020-07-24,New Mexico,35,18475,601
3016,2020-04-26,New Mexico,35,2728,99
5876,2020-06-17,New Mexico,35,10065,452
2246,2020-04-12,New Mexico,35,1245,26
4556,2020-05-24,New Mexico,35,6943,317
5546,2020-06-11,New Mexico,35,9368,421
935,2020-03-19,New Mexico,35,35,0
1476,2020-03-29,New Mexico,35,237,2
668,2020-03-14,New Mexico,35,13,0
6261,2020-06-24,New Mexico,35,10990,480
7031,2020-07-08,New Mexico,35,14017,527
6921,2020-07-06,New Mexico,35,13507,515
7416,2020-07-15,New Mexico,35,15841,557
5601,2020-06-12,New Mexico,35,9526,426
8186,2020-07-29,New Mexico,35,20136,632
6426,2020-06-27,New Mexico,35,11619,491
827,2020-03-17,New Mexico,35,23,0
3676,2020-05-08,New Mexico,35,4673,181
2741,2020-04-21,New Mexico,35,2072,65
1586,2020-03-31,New Mexico,35,315,5
4611,2020-05-25,New Mexico,35,7026,320
7361,2020-07-14,New Mexico,35,15514,551
1151,2020-03-23,New Mexico,35,83,0
8461,2020-08-03,New Mexico,35,21130,655
3566,2020-05-06,New Mexico,35,4290,169
3346,2020-05-02,New Mexico,35,3732,139
3951,2020-05-13,New Mexico,35,5364,231
6151,2020-06-22,New Mexico,35,10694,469
5821,2020-06-16,New Mexico,35,9933,447
5766,2020-06-15,New Mexico,35,9845,440
1531,2020-03-30,New Mexico,35,282,4
2301,2020-04-13,New Mexico,35,1345,31
7691,2020-07-20,New Mexico,35,17215,578
6646,2020-07-01,New Mexico,35,12276,500
5491,2020-06-10,New Mexico,35,9250,410
8406,2020-08-02,New Mexico,35,21016,654
4446,2020-05-22,New Mexico,35,6625,302
8131,2020-07-28,New Mexico,35,19791,626
7306,2020-07-13,New Mexico,35,15291,548
7471,2020-07-16,New Mexico,35,16138,562
2081,2020-04-09,New Mexico,35,989,17
2026,2020-04-08,New Mexico,35,865,16
4171,2020-05-17,New Mexico,35,5938,265
4116,2020-05-16,New Mexico,35,5847,259
6701,2020-07-02,New Mexico,35,12520,503
7581,2020-07-18,New Mexico,35,16736,569
4886,2020-05-30,New Mexico,35,7624,351
1916,2020-04-06,New Mexico,35,686,12
1043,2020-03-21,New Mexico,35,57,0
567,2020-03-12,New Mexico,35,6,0
2466,2020-04-16,New Mexico,35,1597,44
721,2020-03-15,New Mexico,35,17,0
2411,2020-04-15,New Mexico,35,1484,36
1313,2020-03-26,New Mexico,35,136,1
5051,2020-06-02,New Mexico,35,8024,367
5161,2020-06-04,New Mexico,35,8353,383
3401,2020-05-03,New Mexico,35,3850,151
3181,2020-04-29,New Mexico,35,3213,112
2961,2020-04-25,New Mexico,35,2662,93
1861,2020-04-05,New Mexico,35,624,12
3511,2020-05-05,New Mexico,35,4137,162
4831,2020-05-29,New Mexico,35,7493,344
7746,2020-07-21,New Mexico,35,17517,588
7636,2020-07-19,New Mexico,35,16971,571
2906,2020-04-24,New Mexico,35,2524,84
7526,2020-07-17,New Mexico,35,16456,565
8241,2020-07-30,New Mexico,35,20388,635
5106,2020-06-03,New Mexico,35,8140,375
3457,2020-05-04,New York,36,324357,24788
5107,2020-06-03,New York,36,378924,29918
6702,2020-07-02,New York,36,399642,31814
4887,2020-05-30,New York,36,374471,29612
4722,2020-05-27,New York,36,369801,29339
4392,2020-05-21,New York,36,361313,28663
3567,2020-05-06,New York,36,329405,25956
6647,2020-07-01,New York,36,398770,31791
4447,2020-05-22,New York,36,362991,28802
1098,2020-03-22,New York,36,15188,142
775,2020-03-16,New York,36,950,10
4942,2020-05-31,New York,36,375575,29699
4667,2020-05-26,New York,36,368669,29241
8407,2020-08-02,New York,36,421008,32401
8242,2020-07-30,New York,36,419081,32362
3402,2020-05-03,New York,36,321833,24576
2137,2020-04-10,New York,36,172830,10162
261,2020-03-02,New York,36,1,0
4997,2020-06-01,New York,36,376520,29766
1368,2020-03-27,New York,36,44746,645
4557,2020-05-24,New York,36,366346,29046
5272,2020-06-06,New York,36,382102,30123
8077,2020-07-27,New York,36,417056,32322
5217,2020-06-05,New York,36,381019,30066
1314,2020-03-26,New York,36,39058,502
5162,2020-06-04,New York,36,379977,30011
4832,2020-05-29,New York,36,373108,29535
1206,2020-03-24,New York,36,25704,264
669,2020-03-14,New York,36,610,2
1697,2020-04-02,New York,36,93360,2963
3512,2020-05-05,New York,36,326659,25028
6427,2020-06-27,New York,36,396669,31105
6372,2020-06-26,New York,36,395972,31075
8132,2020-07-28,New York,36,417591,32333
8517,2020-08-04,New York,36,422296,32422
6757,2020-07-03,New York,36,400561,31836
2082,2020-04-09,New York,36,162036,9166
2467,2020-04-16,New York,36,225761,15669
8352,2020-08-01,New York,36,420477,32390
1260,2020-03-25,New York,36,33117,381
722,2020-03-15,New York,36,732,6
6537,2020-06-29,New York,36,397684,31143
2412,2020-04-15,New York,36,217130,14937
2027,2020-04-08,New York,36,151271,8138
1152,2020-03-23,New York,36,20899,183
8187,2020-07-29,New York,36,418302,32342
618,2020-03-13,New York,36,421,0
246,2020-03-01,New York,36,1,0
6482,2020-06-28,New York,36,397293,31137
4777,2020-05-28,New York,36,371559,29438
2522,2020-04-17,New York,36,233293,16473
2302,2020-04-13,New York,36,197973,12998
4502,2020-05-23,New York,36,364745,28900
2192,2020-04-11,New York,36,182990,11159
5052,2020-06-02,New York,36,377881,29847
4337,2020-05-20,New York,36,359235,28540
2247,2020-04-12,New York,36,191425,12116
6592,2020-06-30,New York,36,398142,31776
8022,2020-07-26,New York,36,416443,32305
4612,2020-05-25,New York,36,367625,29138
8297,2020-07-31,New York,36,419723,32372
3347,2020-05-02,New York,36,318134,24035
8462,2020-08-03,New York,36,421550,32413
2357,2020-04-14,New York,36,205375,14001
5382,2020-06-08,New York,36,383591,30239
6867,2020-07-05,New York,36,401822,31895
7032,2020-07-08,New York,36,403619,31945
6207,2020-06-23,New York,36,393855,30970
7197,2020-07-11,New York,36,405724,32019
2577,2020-04-18,New York,36,240542,17141
1044,2020-03-21,New York,36,10371,95
3237,2020-04-30,New York,36,309696,23616
7527,2020-07-17,New York,36,410254,32147
1752,2020-04-03,New York,36,103689,3716
990,2020-03-20,New York,36,7113,68
2962,2020-04-25,New York,36,286901,21326
4172,2020-05-17,New York,36,355037,28168
2797,2020-04-22,New York,36,261591,19647
4062,2020-05-15,New York,36,350951,27755
2687,2020-04-20,New York,36,251608,18412
5712,2020-06-14,New York,36,388096,30605
3842,2020-05-11,New York,36,342267,27003
1807,2020-04-04,New York,36,115963,4535
2632,2020-04-19,New York,36,246741,17793
313,2020-03-05,New York,36,22,0
404,2020-03-08,New York,36,106,0
7802,2020-07-22,New York,36,413595,32228
3732,2020-05-09,New York,36,338519,26584
4227,2020-05-18,New York,36,356278,28302
5877,2020-06-17,New York,36,389910,30722
5437,2020-06-09,New York,36,384281,30309
3072,2020-04-27,New York,36,296991,22267
2852,2020-04-23,New York,36,267932,20212
6042,2020-06-20,New York,36,392037,30839
5657,2020-06-13,New York,36,387402,30565
2742,2020-04-21,New York,36,255932,19040
1477,2020-03-29,New York,36,59783,1180
7252,2020-07-12,New York,36,406403,32029
7692,2020-07-20,New York,36,412034,32203
7637,2020-07-19,New York,36,411515,32187
1917,2020-04-06,New York,36,133389,6149
3897,2020-05-12,New York,36,343705,27282
5602,2020-06-12,New York,36,386490,30511
6922,2020-07-06,New York,36,402338,31911
3017,2020-04-26,New York,36,292914,21804
3677,2020-05-08,New York,36,335804,26358
882,2020-03-18,New York,36,2387,32
7582,2020-07-18,New York,36,411006,32167
7747,2020-07-21,New York,36,412889,32218
478,2020-03-10,New York,36,173,0
4117,2020-05-16,New York,36,353136,27953
5492,2020-06-10,New York,36,384945,30376
5987,2020-06-19,New York,36,391330,30816
6262,2020-06-24,New York,36,394430,31001
338,2020-03-06,New York,36,44,0
369,2020-03-07,New York,36,89,0
5547,2020-06-11,New York,36,385669,30431
7307,2020-07-13,New York,36,406962,32075
7857,2020-07-23,New York,36,414405,32270
5932,2020-06-18,New York,36,390536,30767
4007,2020-05-14,New York,36,348192,27617
2907,2020-04-24,New York,36,276218,20759
293,2020-03-04,New York,36,11,0
3292,2020-05-01,New York,36,313575,23841
1862,2020-04-05,New York,36,124085,5335
7142,2020-07-10,New York,36,404997,32004
4282,2020-05-19,New York,36,357757,28437
276,2020-03-03,New York,36,2,0
3952,2020-05-13,New York,36,345828,27448
5767,2020-06-15,New York,36,388719,30645
1422,2020-03-28,New York,36,53517,935
7362,2020-07-14,New York,36,407875,32092
568,2020-03-12,New York,36,326,0
936,2020-03-19,New York,36,4161,39
521,2020-03-11,New York,36,217,0
3787,2020-05-10,New York,36,340657,26798
6097,2020-06-21,New York,36,392702,30884
7912,2020-07-24,New York,36,415163,32278
440,2020-03-09,New York,36,142,0
3182,2020-04-29,New York,36,304994,23287
5327,2020-06-07,New York,36,382879,30183
1642,2020-04-01,New York,36,84364,2415
5822,2020-06-16,New York,36,389349,30683
828,2020-03-17,New York,36,1375,18
3622,2020-05-07,New York,36,332931,26206
7967,2020-07-25,New York,36,415911,32295
3127,2020-04-28,New York,36,300276,22777
7087,2020-07-09,New York,36,404207,31979
6812,2020-07-04,New York,36,401286,31860
1972,2020-04-07,New York,36,141703,7185
6977,2020-07-07,New York,36,402928,31934
1532,2020-03-30,New York,36,67504,1512
7472,2020-07-16,New York,36,409476,32133
6152,2020-06-22,New York,36,393257,30934
6317,2020-06-25,New York,36,395168,31029
1587,2020-03-31,New York,36,76211,1929
7417,2020-07-15,New York,36,408709,32115
2083,2020-04-09,North Carolina,37,3651,74
370,2020-03-07,North Carolina,37,2,0
6648,2020-07-01,North Carolina,37,66815,1389
5603,2020-06-12,North Carolina,37,41467,1128
4448,2020-05-22,North Carolina,37,21661,754
3183,2020-04-29,North Carolina,37,9947,366
2028,2020-04-08,North Carolina,37,3423,61
7308,2020-07-13,North Carolina,37,87653,1547
3018,2020-04-26,North Carolina,37,8830,309
8518,2020-08-04,North Carolina,37,128236,2038
937,2020-03-19,North Carolina,37,104,0
6923,2020-07-06,North Carolina,37,74933,1424
3898,2020-05-12,North Carolina,37,15402,597
8243,2020-07-30,North Carolina,37,120391,1929
3403,2020-05-03,North Carolina,37,11668,436
7638,2020-07-19,North Carolina,37,99841,1661
6703,2020-07-02,North Carolina,37,68512,1402
1369,2020-03-27,North Carolina,37,784,3
3953,2020-05-13,North Carolina,37,15850,615
1588,2020-03-31,North Carolina,37,1527,10
8408,2020-08-02,North Carolina,37,125281,1996
1918,2020-04-06,North Carolina,37,2870,42
829,2020-03-17,North Carolina,37,42,0
2908,2020-04-24,North Carolina,37,8052,270
7418,2020-07-15,North Carolina,37,91573,1598
1478,2020-03-29,North Carolina,37,1166,6
7528,2020-07-17,North Carolina,37,95633,1638
7363,2020-07-14,North Carolina,37,89767,1582
6153,2020-06-22,North Carolina,37,53840,1250
1698,2020-04-02,North Carolina,37,1858,17
5878,2020-06-17,North Carolina,37,47142,1198
1207,2020-03-24,North Carolina,37,397,0
6978,2020-07-07,North Carolina,37,76188,1446
4998,2020-06-01,North Carolina,37,29368,923
1863,2020-04-05,North Carolina,37,2585,37
2853,2020-04-23,North Carolina,37,7608,253
6483,2020-06-28,North Carolina,37,62178,1338
441,2020-03-09,North Carolina,37,7,0
2248,2020-04-12,North Carolina,37,4520,86
3733,2020-05-09,North Carolina,37,14387,554
8463,2020-08-03,North Carolina,37,126748,2013
4503,2020-05-23,North Carolina,37,22731,763
8353,2020-08-01,North Carolina,37,124015,1989
7473,2020-07-16,North Carolina,37,93657,1617
3513,2020-05-05,North Carolina,37,12283,477
1533,2020-03-30,North Carolina,37,1303,6
405,2020-03-08,North Carolina,37,2,0
2358,2020-04-14,North Carolina,37,4992,116
2303,2020-04-13,North Carolina,37,4788,91
1315,2020-03-26,North Carolina,37,639,2
5053,2020-06-02,North Carolina,37,30052,950
4063,2020-05-15,North Carolina,37,17190,660
7033,2020-07-08,North Carolina,37,77661,1470
6428,2020-06-27,North Carolina,37,60709,1334
7583,2020-07-18,North Carolina,37,98067,1653
670,2020-03-14,North Carolina,37,25,0
4008,2020-05-14,North Carolina,37,16593,632
4888,2020-05-30,North Carolina,37,27761,903
5658,2020-06-13,North Carolina,37,42911,1135
2963,2020-04-25,North Carolina,37,8548,304
5823,2020-06-16,North Carolina,37,46105,1185
2798,2020-04-22,North Carolina,37,7220,242
4833,2020-05-29,North Carolina,37,26735,888
8298,2020-07-31,North Carolina,37,122370,1947
991,2020-03-20,North Carolina,37,144,0
723,2020-03-15,North Carolina,37,32,0
5768,2020-06-15,North Carolina,37,45257,1156
6208,2020-06-23,North Carolina,37,54826,1276
4613,2020-05-25,North Carolina,37,23997,780
569,2020-03-12,North Carolina,37,16,0
3238,2020-04-30,North Carolina,37,10507,385
4943,2020-05-31,North Carolina,37,28686,911
5713,2020-06-14,North Carolina,37,44199,1139
2578,2020-04-18,North Carolina,37,6140,175
3568,2020-05-06,North Carolina,37,12783,497
314,2020-03-05,North Carolina,37,1,0
4338,2020-05-20,North Carolina,37,20221,721
8078,2020-07-27,North Carolina,37,114612,1815
1808,2020-04-04,North Carolina,37,2402,30
2633,2020-04-19,North Carolina,37,6493,183
6043,2020-06-20,North Carolina,37,51640,1239
7858,2020-07-23,North Carolina,37,107050,1754
6318,2020-06-25,North Carolina,37,57540,1305
3458,2020-05-04,North Carolina,37,11871,454
2523,2020-04-17,North Carolina,37,5859,159
5218,2020-06-05,North Carolina,37,33417,1001
4228,2020-05-18,North Carolina,37,19121,684
2688,2020-04-20,North Carolina,37,6764,187
2468,2020-04-16,North Carolina,37,5463,140
7198,2020-07-11,North Carolina,37,83996,1520
4778,2020-05-28,North Carolina,37,25616,859
1045,2020-03-21,North Carolina,37,184,0
4723,2020-05-27,North Carolina,37,24787,827
6758,2020-07-03,North Carolina,37,70451,1413
3843,2020-05-11,North Carolina,37,15069,571
7803,2020-07-22,North Carolina,37,105138,1729
5438,2020-06-09,North Carolina,37,37393,1069
6538,2020-06-29,North Carolina,37,63692,1341
6868,2020-07-05,North Carolina,37,73096,1414
7088,2020-07-09,North Carolina,37,79564,1487
1643,2020-04-01,North Carolina,37,1591,11
5383,2020-06-08,North Carolina,37,36581,1041
3788,2020-05-10,North Carolina,37,14783,561
1423,2020-03-28,North Carolina,37,972,4
522,2020-03-11,North Carolina,37,8,0
1973,2020-04-07,North Carolina,37,3220,50
3623,2020-05-07,North Carolina,37,13431,521
277,2020-03-03,North Carolina,37,1,0
4668,2020-05-26,North Carolina,37,24188,789
6813,2020-07-04,North Carolina,37,71735,1414
7968,2020-07-25,North Carolina,37,111282,1801
776,2020-03-16,North Carolina,37,34,0
1099,2020-03-22,North Carolina,37,269,0
3128,2020-04-28,North Carolina,37,9568,353
1753,2020-04-03,North Carolina,37,2093,23
2138,2020-04-10,North Carolina,37,3906,78
7143,2020-07-10,North Carolina,37,81737,1503
619,2020-03-13,North Carolina,37,18,0
294,2020-03-04,North Carolina,37,1,0
3293,2020-05-01,North Carolina,37,10922,405
6098,2020-06-21,North Carolina,37,52854,1245
5273,2020-06-06,North Carolina,37,34809,1020
4283,2020-05-19,North Carolina,37,19762,711
8023,2020-07-26,North Carolina,37,112802,1807
5328,2020-06-07,North Carolina,37,35663,1024
7913,2020-07-24,North Carolina,37,109206,1769
4173,2020-05-17,North Carolina,37,18537,679
3073,2020-04-27,North Carolina,37,9035,331
6373,2020-06-26,North Carolina,37,59257,1319
5493,2020-06-10,North Carolina,37,38305,1096
5988,2020-06-19,North Carolina,37,50014,1223
4393,2020-05-21,North Carolina,37,20934,734
1261,2020-03-25,North Carolina,37,562,1
6263,2020-06-24,North Carolina,37,56263,1295
339,2020-03-06,North Carolina,37,2,0
5548,2020-06-11,North Carolina,37,39735,1114
4118,2020-05-16,North Carolina,37,18009,671
883,2020-03-18,North Carolina,37,66,0
3348,2020-05-02,North Carolina,37,11514,428
2743,2020-04-21,North Carolina,37,6951,217
8188,2020-07-29,North Carolina,37,118027,1889
3678,2020-05-08,North Carolina,37,13879,537
5108,2020-06-03,North Carolina,37,31013,971
2193,2020-04-11,North Carolina,37,4310,86
5933,2020-06-18,North Carolina,37,48426,1209
4558,2020-05-24,North Carolina,37,23231,771
2413,2020-04-15,North Carolina,37,5123,128
7253,2020-07-12,North Carolina,37,85831,1532
7693,2020-07-20,North Carolina,37,101176,1676
1153,2020-03-23,North Carolina,37,302,0
6593,2020-06-30,North Carolina,37,65064,1362
479,2020-03-10,North Carolina,37,7,0
7748,2020-07-21,North Carolina,37,103047,1702
8133,2020-07-28,North Carolina,37,116300,1847
5163,2020-06-04,North Carolina,37,32276,993
2964,2020-04-25,North Dakota,38,803,16
3789,2020-05-10,North Dakota,38,1491,35
4889,2020-05-30,North Dakota,38,2557,63
5824,2020-06-16,North Dakota,38,3127,77
7254,2020-07-12,North Dakota,38,4338,91
1864,2020-04-05,North Dakota,38,207,3
3899,2020-05-12,North Dakota,38,1571,38
3074,2020-04-27,North Dakota,38,942,19
4779,2020-05-28,North Dakota,38,2484,60
4559,2020-05-24,North Dakota,38,2418,53
3129,2020-04-28,North Dakota,38,991,19
3514,2020-05-05,North Dakota,38,1266,25
3954,2020-05-13,North Dakota,38,1647,40
8519,2020-08-04,North Dakota,38,6937,111
7199,2020-07-11,North Dakota,38,4247,91
4614,2020-05-25,North Dakota,38,2457,54
523,2020-03-11,North Dakota,38,1,0
5934,2020-06-18,North Dakota,38,3199,81
3184,2020-04-29,North Dakota,38,1033,19
